1/1/17,1211.00949
2/1/17,1660.584649
3/1/17,3182.587014
4/1/17,3506.51527
5/1/17,4554.08228
6/1/17,4839.985446
7/1/17,5125.888612
8/1/17,5783.904183
9/1/17,6464.990697
10/1/17,7196.386224
11/1/17,7237.955082
12/1/17,7686.307292
1/1/18,856.557354
2/1/18,992.023745
3/1/18,2143.111866
4/1/18,2679.640365
5/1/18,2740.14406
6/1/18,2959.169379
7/1/18,3667.912483
8/1/18,4479.914071
9/1/18,4572.774721
10/1/18,4839.679639
11/1/18,4834.166843
12/1/18,5438.445968
1/1/19,685.463755
2/1/19,803.320579
3/1/19,962.708691
4/1/19,1517.006998
5/1/19,1617.992087
6/1/19,1783.735441
7/1/19,2770.794101
8/1/19,2805.519331
9/1/19,4128.648751
10/1/19,4652.495771
11/1/19,4754.820429
12/1/19,4919.82333
1/1/20,315.532705
2/1/20,424.619334
3/1/20,580.612253
4/1/20,883.407569
5/1/20,948.675024
6/1/20,1066.467303
7/1/20,1348.124472
8/1/20,1387.171653
9/1/20,1591.819319
10/1/20,1901.409755
11/1/20,2281.548363
12/1/20,2557.306905
1/1/21,341.432367
2/1/21,424.121268
3/1/21,673.748842
4/1/21,1314.353551
5/1/21,1438.305866
6/1/21,1583.441864
7/1/21,1695.794719
8/1/21,1794.774458
9/1/21,1994.224703
10/1/21,2224.771221
11/1/21,2361.854906
12/1/21,3006.311107
1/1/22,217.314949
2/1/22,332.062614
3/1/22,609.1197265
4/1/22,1048.486287
